Confidence Level,Date,Time,Locale,Governorate,Theater,Lat,Lon,Offensive,Delivery,Munition Type,Barrel Bomb Version,Munition Imagery,Chemical Agent,Killed,Injured,Perpetrator,SA,SA 2,JIM,COI,OPCW,SAMS,WHMD,SNHR,LCC,VDC,CAR,Trusted Source,Bellingcat
2,2016-10-25,17:00:00,Al Lataminah,Hama,Northwest,35.326749,36.621766,NA,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,35,Syrian Government,LAT251016,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/11/02/osint-analysis-alleged-chemical-weapon-attack-al-lataminah/
3,2016-10-30,NA,Al-Rashideen,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,12,Syrian Government,WAL301016,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
2,2016-10-31,11:00:00,Al-Rashideen,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,10,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTBcXFwifVwifSJ9,NA,NA,NA,NA
1,2016-11-02,NA,Bashqatin,Aleppo,Aleppo,36.202500,36.993333,Battle of Aleppo,NA,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,NA
1,2016-11-02,NA,Kafr Naya,Aleppo,Aleppo,36.42083333,37.07361111,Battle of Aleppo,NA,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,https://twitter.com/SyriaCivilDef/status/794153697714573312,NA,NA,NA,NA,NA,NA
3,2016-11-02,NA,Khan Alassal,Aleppo,Aleppo,36.16972222,37.04444444,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,15,Syrian Government,NA,NA,NA,NA,NA,NA,https://twitter.com/SyriaCivilDef/status/794153697714573312,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,NA
1,2016-11-03,NA,Khan Alassal,Aleppo,Aleppo,36.16972222,37.04444444,Battle of Aleppo,NA,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
3,2016-11-07,NA,Khan Alassal,Aleppo,Aleppo,36.16972222,37.04444444,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,32,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
1,2016-11-15,NA,Zabdia,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,NA
3,2016-11-18,NA,Ard Al-Hamra,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,EAL181116,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-18,08:00:00,Hanano,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,12,Syrian Government,EAL181116,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-20,04:30:00,Al-Sakhour,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,6,25,Syrian Government,EAL201116,NA,NA,NA,NA,NA,https://twitter.com/SyriaCivilDef/status/800285259870961664,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-20,14:00:00,Tariq Al-Bab,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,5,Syrian Government,BAB221116,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
1,2016-11-21,NA,Al-Haj Bridge,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,EAL211116,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,NA
3,2016-11-22,16:30:00,Tariq Al-Bab,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,15,Syrian Government,EAL221116,BAB221116,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-23,22:00:00,Ard Al-Hamra,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,1,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-23,22:00:00,Karm Al-Jazimat,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,1,13,Syrian Government,EAL231116,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/182019#.XmJeW0BFzVg,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
2,2016-11-27,NA,Al Bab,Aleppo,Aleppo,36.369444,37.513611,Battle of Aleppo,Ground,Other,NA,No,NA,0,9,ISIS,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-11-28,17:00:00,Karm al-Tahhan,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,40,Syrian Government,EAL281116,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTYtMTFcXFwifVwifSJ9,NA,NA,NA,https://web.archive.org/save/https://www.bellingcat.com/news/mena/2018/06/14/chemical-munitions-used-syrian-government-2012-2018/
3,2016-12-08,16:30:00,Al-Fardous,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,FIR081216,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-12-08,NA,Al-Maghayer,Aleppo,Aleppo,36.188562,37.150588,Battle of Aleppo,NA,Barrel Bomb,Version 2,No,Chlorine,2,70,Syrian Government,KAL081216,NA,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/182838#.XmJed0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/182839#.XmJej0BFzVg,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-12-08,16:30:00,Bustan al-Qasr,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,Yes,Chlorine,NA,NA,Syrian Government,BQA081216,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNi0xMlxcXCIsXFxcImVuZF95ZWFyXFxcIjpcXFwiMjAxNlxcXCJ9XCJ9In0%3D,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-12-08,16:30:00,Kallaseh,Aleppo,Aleppo,36.188562,37.150588,Battle of Aleppo,NA,NA,NA,No,NA,NA,NA,Syrian Government,NA,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2016-12-09,NA,Bustan al-Qasr,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,NA,NA,Syrian Government,BQA091216,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg,NA,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/save/https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
3,2016-12-09,18:00:00,Kallaseh,Aleppo,Aleppo,36.188562,37.150588,Battle of Aleppo,Air,Barrel Bomb,Version 2,No,Chlorine,0,50,Syrian Government,KAL091216,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,NA
3,2016-12-10,00:00:00,Al-Hayat Hospital,Aleppo,Aleppo,36.200000,37.150000,Battle of Aleppo,NA,Barrel Bomb,Version 2,No,Chlorine,0,35,Syrian Government,HAC101216,SAL101216,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2016/12/19/the-cl2-before-the-storm/
1,2016-12-12,NA,Qastal,Hama,Northwest,35.073224,37.594866,NA,Air,"""Rocket""",NA,No,NA,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,NA
1,2016-12-12,NA,Hamadi Omar,Hama,Northwest,35.0253083,37.4227751,NA,Air,"""Rocket""",NA,No,NA,1,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,NA
1,2016-12-12,NA,Salaliyah,Hama,Northwest,34.942818,37.339115,NA,Air,"""Rocket""",NA,No,Sarin,42,100,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,NA
1,2016-12-12,NA,'Uqayribat,Hama,Northwest,35.043050,37.465696,NA,Air,"""Rocket""",NA,No,Sarin,35,200,Syrian Government,UQA121216,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,NA,NA,NA,NA
1,2016-12-12,19:30:00,Juruh,Hama,Northwest,35.103737,37.494516,NA,Air,"""Rocket""",NA,No,Sarin,33,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317103919/http://sn4hr.org/wp-content/pdf/english/the_Syrian_Regime_Uses_Chemical_Weapons_Again_en.pdf,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,NA
3,2017-01-05,05:30:00,Basimah,Reef Damascus,Wider Damascus,33.60471387,36.19880413,NA,NA,"""Missile""",NA,No,Chlorine,0,33,Syrian Government,BAS51017,NA,NA,NA,NA,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE3XFxcIixcXFwiZW5kX21vbnRoXFxcIjpcXFwiMjAxNy0wMVxcXCJ9XCJ9In0%3D,NA,NA,NA,NA
3,2017-01-08,00:00:00,Basimah,Reef Damascus,Wider Damascus,33.60471387,36.19880413,NA,Air,"""Rocket""",NA,No,Chlorine,0,46,Syrian Government,BSE080117,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2017-01-11,17:00:00,Basimah,Reef Damascus,Wider Damascus,33.60471387,36.19880413,NA,Ground,"""Missile""",NA,No,Chlorine,0,20,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
3,2017-01-30,16:00:00,Al-Marj,Reef Damascus,Wider Damascus,33.4924839,36.4694617,NA,Ground,Golan Rocket,NA,Yes,Chlorine,0,11,Syrian Government,SUL300117,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2017/02/14/new-visual-evidence-chlorine-gas-attacks-eastern-ghouta/
2,2017-02-07,NA,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,NA,Air,NA,NA,No,Chlorine,4,NA,Syrian Government,ARB070217,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wMlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDJcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-02-09,08:00:00,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,NA,Ground,"""Shells""",NA,No,Chlorine,1,4,Syrian Government,ARB090217,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/829640047859216388,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wMlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDJcXFwifVwifSJ9,https://web.archive.org/web/20200306143402/http://www.vdc-sy.info/index.php/ar/details/martyrs/184509,NA,NA,https://www.bellingcat.com/news/mena/2017/02/14/new-visual-evidence-chlorine-gas-attacks-eastern-ghouta/
3,2017-02-10,16:00:00,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,NA,Ground,"""Shells""",NA,No,Chlorine,0,3,Syrian Government,ARB100217,NA,NA,NA,NA,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wMlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDJcXFwifVwifSJ9,NA,NA,NA,NA
